date,base,currency,rate
2025-06-02,EUR,TRY,44.75
2025-06-02,EUR,USD,1.1419
2025-06-02,EUR,ZAR,20.473
2025-06-03,EUR,AUD,1.764
2025-06-03,EUR,BGN,1.9558
2025-06-03,EUR,BRL,6.4638
2025-06-03,EUR,CAD,1.5643
2025-06-03,EUR,CHF,0.9358
2025-06-03,EUR,CNY,8.1841
2025-06-03,EUR,CZK,24.896
2025-06-03,EUR,DKK,7.4608
2025-06-03,EUR,GBP,0.8436
2025-06-03,EUR,HKD,8.9315
2025-06-03,EUR,HUF,403.63
2025-06-03,EUR,IDR,18581.0
2025-06-03,EUR,ILS,4.0119
2025-06-03,EUR,INR,97.49
2025-06-03,EUR,ISK,144.6
2025-06-03,EUR,JPY,163.0
2025-06-03,EUR,KRW,1567.6
2025-06-03,EUR,MXN,21.908
2025-06-03,EUR,MYR,4.8334
2025-06-03,EUR,NOK,11.533
2025-06-03,EUR,NZD,1.8997
2025-06-03,EUR,PHP,63.402
2025-06-03,EUR,PLN,4.2798
2025-06-03,EUR,RON,5.0588
2025-06-03,EUR,SEK,10.9245
2025-06-03,EUR,SGD,1.4674
2025-06-03,EUR,THB,37.118
2025-06-03,EUR,TRY,44.554
2025-06-03,EUR,USD,1.1386
2025-06-03,EUR,ZAR,20.391
2025-06-04,EUR,AUD,1.7552
2025-06-04,EUR,BGN,1.9558
2025-06-04,EUR,BRL,6.4002
2025-06-04,EUR,CAD,1.5601
2025-06-04,EUR,CHF,0.937
2025-06-04,EUR,CNY,8.1835
2025-06-04,EUR,CZK,24.808
2025-06-04,EUR,DKK,7.4599
2025-06-04,EUR,GBP,0.8421
2025-06-04,EUR,HKD,8.9327
2025-06-04,EUR,HUF,403.45
2025-06-04,EUR,IDR,18572.0
2025-06-04,EUR,ILS,3.9882
2025-06-04,EUR,INR,97.78
2025-06-04,EUR,ISK,144.6
2025-06-04,EUR,JPY,164.15
2025-06-04,EUR,KRW,1555.42
2025-06-04,EUR,MXN,21.865
2025-06-04,EUR,MYR,4.8348
2025-06-04,EUR,NOK,11.5185
2025-06-04,EUR,NZD,1.8926
2025-06-04,EUR,PHP,63.499
2025-06-04,EUR,PLN,4.283
2025-06-04,EUR,RON,5.053
2025-06-04,EUR,SEK,10.9475
2025-06-04,EUR,SGD,1.4678
2025-06-04,EUR,THB,37.243
2025-06-04,EUR,TRY,44.534
2025-06-04,EUR,USD,1.1384
2025-06-04,EUR,ZAR,20.318
2025-06-05,EUR,AUD,1.755
2025-06-05,EUR,BGN,1.9558
2025-06-05,EUR,BRL,6.4325
2025-06-05,EUR,CAD,1.5603
2025-06-05,EUR,CHF,0.9365
2025-06-05,EUR,CNY,8.2008
2025-06-05,EUR,CZK,24.812
2025-06-05,EUR,DKK,7.4595
2025-06-05,EUR,GBP,0.8419
2025-06-05,EUR,HKD,8.9635
2025-06-05,EUR,HUF,403.65
2025-06-05,EUR,IDR,18569.0
2025-06-05,EUR,ILS,3.9835
2025-06-05,EUR,INR,98.04
2025-06-05,EUR,ISK,144.4
2025-06-05,EUR,JPY,163.66
2025-06-05,EUR,KRW,1550.55
2025-06-05,EUR,MXN,21.957
2025-06-05,EUR,MYR,4.8319
2025-06-05,EUR,NOK,11.5265
2025-06-05,EUR,NZD,1.8889
2025-06-05,EUR,PHP,63.515
2025-06-05,EUR,PLN,4.284
2025-06-05,EUR,RON,5.0505
2025-06-05,EUR,SEK,10.943
2025-06-05,EUR,SGD,1.4676
2025-06-05,EUR,THB,37.142
2025-06-05,EUR,TRY,44.933
2025-06-05,EUR,USD,1.1423
2025-06-05,EUR,ZAR,20.276
2025-06-06,EUR,AUD,1.7592
2025-06-06,EUR,BGN,1.9558
2025-06-06,EUR,BRL,6.3685
2025-06-06,EUR,CAD,1.563
2025-06-06,EUR,CHF,0.9383
2025-06-06,EUR,CNY,8.1955
2025-06-06,EUR,CZK,24.757
2025-06-06,EUR,DKK,7.4595
2025-06-06,EUR,GBP,0.8426
2025-06-06,EUR,HKD,8.954
2025-06-06,EUR,HUF,403.15
2025-06-06,EUR,IDR,18616.0
2025-06-06,EUR,ILS,3.9885
2025-06-06,EUR,INR,97.84
2025-06-06,EUR,ISK,144.2
2025-06-06,EUR,JPY,164.62
2025-06-06,EUR,KRW,1551.09
2025-06-06,EUR,MXN,21.822
2025-06-06,EUR,MYR,4.8274
2025-06-06,EUR,NOK,11.524
2025-06-06,EUR,NZD,1.8936
2025-06-06,EUR,PHP,63.631
2025-06-06,EUR,PLN,4.287
2025-06-06,EUR,RON,5.0452
2025-06-06,EUR,SEK,10.959
2025-06-06,EUR,SGD,1.4683
2025-06-06,EUR,THB,37.211
2025-06-06,EUR,TRY,44.772
2025-06-06,EUR,USD,1.1411
2025-06-06,EUR,ZAR,20.274
